CustomerID,BeginDate,EndDate,Type,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Gender,SeniorCitizen,Partner,Dependents,MultipleLines
9036-CSKBW,2015-11-01,No,One year,No,Bank transfer (automatic),107.45,5680.9,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes
9039-RBEEE,2016-08-01,2019-11-01 00:00:00,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,DSL,Yes,Yes,No,Yes,Yes,No,Male,0,No,No,
9039-ZVJDC,2019-11-01,No,Month-to-month,Yes,Mailed check,19.1,53.05,,,,,,,,Male,0,No,No,No
9040-KZVWO,2017-12-01,No,One year,No,Bank transfer (automatic),75.5,2018.1,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,No
9046-DQMTP,2017-03-01,No,Month-to-month,No,Bank transfer (automatic),20.75,739.9,,,,,,,,Male,0,No,No,No
9046-JBFWA,2017-11-01,No,Month-to-month,No,Mailed check,19.15,537.35,,,,,,,,Male,0,No,Yes,No
9048-JVYVF,2019-09-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,69.35,191.35,DSL,No,No,No,Yes,Yes,Yes,Male,0,No,No,No
9050-IKDZA,2019-12-01,No,Month-to-month,No,Mailed check,81.5,162.55,Fiber optic,No,No,No,No,Yes,No,Female,1,No,No,No
9050-QLROH,2018-05-01,2019-11-01 00:00:00,Month-to-month,Yes,Credit card (automatic),90.7,1597.25,Fiber optic,No,No,Yes,No,No,Yes,Male,0,No,No,Yes
9052-DHNKM,2017-12-01,No,One year,No,Electronic check,61.55,1581.95,DSL,Yes,Yes,No,No,No,No,Male,0,No,No,Yes
9052-VKDUW,2014-09-01,No,Month-to-month,Yes,Credit card (automatic),109.4,7227.45,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,Yes
9053-EJUNL,2016-09-01,No,Month-to-month,Yes,Electronic check,89.2,3645.75,Fiber optic,No,Yes,No,No,Yes,No,Male,0,No,No,Yes
9053-JZFKV,2014-05-01,2019-12-01 00:00:00,Two year,No,Credit card (automatic),116.2,7752.3,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes
9054-FOWNV,2018-04-01,No,Month-to-month,Yes,Electronic check,88.75,1885.15,Fiber optic,No,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes
9055-MOJJJ,2014-10-01,No,One year,No,Mailed check,65.8,4068.0,DSL,Yes,No,No,Yes,Yes,No,Female,0,Yes,Yes,No
9057-MSWCO,2017-10-01,2020-01-01 00:00:00,Month-to-month,No,Credit card (automatic),30.75,805.1,DSL,Yes,No,No,No,No,No,Male,1,Yes,No,
9057-SIHCH,2019-07-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,96.6,291.9,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,Yes
9058-CBREO,2019-12-01,2020-01-01 00:00:00,Month-to-month,No,Mailed check,50.55,50.55,DSL,No,No,No,No,No,No,Female,1,No,No,Yes
9058-HRZSV,2014-09-01,No,Month-to-month,No,Electronic check,94.4,6126.15,Fiber optic,Yes,Yes,Yes,No,No,Yes,Female,1,Yes,No,No
9058-MJLZC,2018-02-01,No,Month-to-month,Yes,Electronic check,94.6,2283.15,Fiber optic,Yes,No,No,No,Yes,Yes,Female,0,No,No,No
9060-HJJRW,2015-11-01,No,One year,Yes,Credit card (automatic),56.4,2928.5,DSL,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,
9061-TIHDA,2018-11-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,95.25,1233.65,Fiber optic,No,No,No,No,Yes,Yes,Male,1,Yes,No,Yes
9063-ZGTUY,2014-11-01,2019-12-01 00:00:00,Month-to-month,Yes,Mailed check,19.4,1182.55,,,,,,,,Female,0,Yes,Yes,No
9065-ZCPQX,2014-02-01,No,Two year,No,Bank transfer (automatic),78.85,5763.15,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,Yes
9066-QRSDU,2014-05-01,No,One year,Yes,Electronic check,26.3,1763.55,,,,,,,,Female,0,Yes,No,Yes
9067-SQTNS,2016-06-01,No,One year,No,Bank transfer (automatic),20.6,926.0,,,,,,,,Male,0,Yes,Yes,No
9067-YGSCA,2014-04-01,No,One year,No,Credit card (automatic),26.05,1856.4,,,,,,,,Female,0,No,No,Yes
9068-FHQHD,2016-10-01,No,Two year,No,Bank transfer (automatic),20.15,777.35,,,,,,,,Female,0,Yes,Yes,No
9068-VPWQQ,2015-01-01,No,Two year,No,Credit card (automatic),75.35,4729.3,DSL,Yes,No,Yes,Yes,No,Yes,Male,0,Yes,No,Yes
9069-LGEUL,2018-03-01,No,Month-to-month,Yes,Bank transfer (automatic),59.95,1406.0,DSL,Yes,No,No,No,No,Yes,Male,0,Yes,No,No
9070-BCKQP,2014-02-01,No,Two year,Yes,Credit card (automatic),110.15,7881.2,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes
9073-ZZIAY,2014-12-01,No,Two year,No,Electronic check,86.1,5215.25,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No
9074-KGVOX,2015-12-01,No,Month-to-month,Yes,Credit card (automatic),39.45,2021.35,DSL,Yes,No,No,No,Yes,No,Male,0,Yes,Yes,
9076-AXYIK,2014-10-01,No,Two year,No,Electronic check,102.1,6538.45,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,1,Yes,No,Yes
9079-LWTFD,2016-03-01,No,Month-to-month,No,Mailed check,100.75,4669.2,Fiber optic,Yes,Yes,No,Yes,Yes,No,Male,0,No,No,Yes
9079-YEXQJ,2015-07-01,2020-01-01 00:00:00,Month-to-month,No,Electronic check,111.1,6014.85,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes
9081-WWXKP,2016-03-01,No,Two year,No,Credit card (automatic),20.25,873.4,,,,,,,,Female,0,Yes,Yes,No
9084-OAYKL,2015-04-01,No,Two year,No,Mailed check,20.8,1212.25,,,,,,,,Male,0,No,No,No
9086-YJYXS,2017-04-01,No,One year,No,Bank transfer (automatic),77.2,2753.8,DSL,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes
9087-EYCPR,2015-02-01,No,Two year,No,Mailed check,25.0,1505.05,,,,,,,,Female,0,No,No,Yes
9089-UOWJG,2019-02-01,No,Month-to-month,Yes,Credit card (automatic),58.35,740.55,DSL,No,No,Yes,No,Yes,No,Female,0,Yes,Yes,No
9090-SGQXL,2014-04-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,105.3,7299.65,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,Yes
9091-WTUUY,2014-10-01,No,Two year,No,Mailed check,69.25,4447.75,DSL,Yes,No,Yes,Yes,Yes,No,Male,0,Yes,Yes,No
9092-GDZKO,2018-04-01,No,Month-to-month,Yes,Credit card (automatic),24.85,493.4,,,,,,,,Male,0,No,No,Yes
9093-FPDLG,2019-03-01,No,Month-to-month,Yes,Electronic check,94.2,999.9,Fiber optic,No,Yes,Yes,Yes,No,Yes,Female,0,No,No,No
9094-AZPHK,2018-11-01,No,Month-to-month,Yes,Electronic check,100.15,1415.0,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes
9095-HFAFX,2019-07-01,2019-12-01 00:00:00,Month-to-month,Yes,Credit card (automatic),81.0,389.6,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No
9097-ZUBYC,2018-12-01,No,Month-to-month,No,Bank transfer (automatic),48.8,664.4,DSL,No,No,No,Yes,No,No,Male,0,Yes,No,No
9099-FTUHS,2018-03-01,No,Month-to-month,No,Electronic check,54.4,1249.25,DSL,Yes,No,No,No,No,No,Female,0,No,No,Yes
9101-BWFSS,2015-08-01,2019-10-01 00:00:00,One year,No,Electronic check,108.55,5610.7,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes
9101-NTIXF,2019-12-01,No,Month-to-month,No,Mailed check,19.4,50.6,,,,,,,,Male,0,No,No,No
9102-IAYHT,2018-05-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,85.45,1451.6,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,Yes,Yes
9102-OXKFY,2015-03-01,No,Two year,No,Credit card (automatic),54.15,3116.15,DSL,No,No,Yes,No,No,No,Male,0,No,No,Yes
9103-CXVOK,2020-01-01,No,Month-to-month,No,Electronic check,19.75,19.75,,,,,,,,Male,0,Yes,Yes,No
9103-TCIHJ,2018-07-01,2019-10-01 00:00:00,Month-to-month,Yes,Mailed check,55.7,899.8,DSL,Yes,No,No,No,No,No,Female,0,No,No,Yes
9107-UKCKY,2015-01-01,No,One year,Yes,Electronic check,79.8,4914.8,DSL,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes
9108-EJFJP,2020-01-01,No,Month-to-month,Yes,Mailed check,53.55,53.55,DSL,Yes,Yes,No,No,No,No,Female,0,Yes,No,No
9108-EQPNQ,2019-04-01,No,Two year,No,Credit card (automatic),26.1,225.55,,,,,,,,Female,0,Yes,Yes,Yes
9110-HSGTV,2014-05-01,No,Two year,Yes,Credit card (automatic),82.45,5555.3,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,No,No,No
9112-WSNPU,2017-03-01,No,Month-to-month,No,Electronic check,70.55,2419.0,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No
9114-AAFQH,2016-02-01,No,One year,Yes,Electronic check,65.65,3094.65,DSL,No,Yes,Yes,No,No,Yes,Female,0,Yes,No,No
9114-DPSIA,2014-02-01,No,Two year,No,Credit card (automatic),81.0,5750.0,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,Yes
9114-VEPUF,2014-12-01,No,One year,No,Electronic check,96.1,6001.45,Fiber optic,Yes,Yes,No,No,No,Yes,Male,0,Yes,No,Yes
9115-YQHGA,2016-10-01,No,Month-to-month,Yes,Electronic check,51.1,2092.9,DSL,No,No,No,Yes,No,No,Male,0,No,No,No
9117-SHLZX,2019-12-01,2020-01-01 00:00:00,Month-to-month,Yes,Mailed check,45.7,45.7,DSL,No,No,No,No,No,No,Male,0,No,No,No
9121-PHQSR,2018-10-01,No,Month-to-month,Yes,Credit card (automatic),85.05,1391.15,Fiber optic,No,No,No,No,Yes,No,Male,1,Yes,No,Yes
9122-UMROB,2020-01-01,No,Month-to-month,No,Mailed check,20.3,20.3,,,,,,,,Male,0,No,No,No
9124-LHCJQ,2019-10-01,2019-11-01 00:00:00,Month-to-month,Yes,Mailed check,85.45,85.45,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,Yes
9127-FHJBZ,2014-02-01,No,Two year,Yes,Electronic check,114.0,8093.15,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes
9127-QRZMH,2016-06-01,No,One year,Yes,Bank transfer (automatic),59.85,2603.95,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,No,No
9128-CPXKI,2015-03-01,No,Two year,No,Electronic check,95.8,5655.45,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,No,No,No
9129-UXERG,2018-08-01,No,Month-to-month,Yes,Credit card (automatic),103.6,1806.35,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,1,No,No,Yes
9133-AYJZG,2018-03-01,No,Month-to-month,Yes,Credit card (automatic),98.7,2249.1,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes
9134-CEQMF,2019-03-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,89.5,676.7,Fiber optic,No,No,No,No,Yes,Yes,Male,1,Yes,No,No
9134-WYRVP,2015-11-01,No,One year,No,Mailed check,86.35,4267.15,Fiber optic,Yes,No,No,No,Yes,No,Male,0,No,No,No
9135-HSWOC,2014-10-01,No,Two year,Yes,Bank transfer (automatic),19.7,1274.05,,,,,,,,Male,0,Yes,Yes,No
9135-MGVPY,2014-05-01,No,Two year,Yes,Mailed check,84.7,5878.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,No
9136-ALYBR,2019-09-01,2019-10-01 00:00:00,Month-to-month,Yes,Mailed check,24.45,24.45,DSL,No,No,No,No,No,No,Male,0,No,No,
9137-NOQKA,2019-12-01,No,Month-to-month,No,Electronic check,19.2,37.2,,,,,,,,Male,1,No,No,No
9137-UIYPG,2017-03-01,No,Month-to-month,Yes,Electronic check,106.9,3756.45,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No
9138-EFSMO,2017-12-01,No,One year,No,Bank transfer (automatic),78.95,2034.25,Fiber optic,No,No,No,No,No,Yes,Male,0,Yes,Yes,No
9139-TWBAS,2017-12-01,No,One year,No,Bank transfer (automatic),47.85,1190.5,DSL,Yes,Yes,Yes,No,Yes,No,Female,0,Yes,No,
9139-WQQDY,2015-10-01,2019-11-01 00:00:00,One year,No,Mailed check,100.45,4941.8,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,Yes,Yes,Yes
9140-CZQZZ,2014-06-01,No,Two year,Yes,Bank transfer (automatic),79.6,5515.8,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,No
9142-KZXOP,2016-06-01,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No
9142-XMYJH,2017-09-01,No,Month-to-month,No,Credit card (automatic),19.35,601.6,,,,,,,,Female,0,No,No,No
9143-CANJF,2018-02-01,No,Month-to-month,No,Electronic check,55.15,1319.85,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,Yes,No
9146-JRIOX,2018-12-01,No,Month-to-month,No,Mailed check,25.55,372.45,,,,,,,,Female,0,Yes,Yes,Yes
9150-HEPMB,2015-06-01,No,One year,No,Mailed check,52.7,3019.7,DSL,Yes,No,Yes,No,No,No,Male,0,No,No,No
9150-KPBJQ,2019-08-01,No,Two year,No,Credit card (automatic),19.65,116.85,,,,,,,,Female,0,No,No,No
9152-AMKAK,2019-08-01,No,Two year,Yes,Mailed check,80.25,493.4,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,No
9153-BTBVV,2014-03-01,No,Two year,No,Bank transfer (automatic),25.0,1753.0,,,,,,,,Female,0,Yes,No,Yes
9154-QDGTH,2016-07-01,No,One year,Yes,Credit card (automatic),104.3,4451.85,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes
9158-VCTQB,2016-05-01,2019-10-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),113.6,4594.95,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes
9163-GHAYE,2018-11-01,No,Month-to-month,No,Electronic check,48.85,736.8,DSL,No,Yes,No,No,No,No,Female,0,No,No,No
9167-APMXZ,2018-04-01,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,Yes
9168-INPSZ,2016-06-01,No,Month-to-month,No,Electronic check,104.15,4495.65,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes
9169-BSVIN,2019-02-01,No,Month-to-month,No,Bank transfer (automatic),74.75,827.05,DSL,No,No,Yes,No,Yes,Yes,Male,0,No,No,Yes
9170-ARBTB,2015-10-01,No,One year,No,Credit card (automatic),19.6,1012.4,,,,,,,,Female,0,Yes,Yes,No
9170-CCKOU,2018-07-01,2019-12-01 00:00:00,Month-to-month,No,Credit card (automatic),90.2,1454.15,Fiber optic,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,Yes
9170-GYZJC,2016-05-01,2019-10-01 00:00:00,Month-to-month,No,Credit card (automatic),79.9,3326.2,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,0,Yes,Yes,Yes
9172-ANCRX,2019-03-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,98.7,973.25,Fiber optic,Yes,No,No,No,Yes,Yes,Female,0,No,No,Yes
9172-JITSM,2017-11-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,90.8,2361.8,Fiber optic,No,No,No,No,Yes,Yes,Female,0,Yes,Yes,No
9173-IVZVP,2015-09-01,No,Two year,No,Mailed check,20.9,1146.05,,,,,,,,Female,0,Yes,Yes,No
9174-FKWZE,2019-11-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,19.45,19.45,,,,,,,,Female,1,No,No,No
9174-IHETN,2015-12-01,No,Two year,No,Credit card (automatic),70.35,3533.6,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No
9178-JHUVJ,2018-02-01,No,Two year,Yes,Bank transfer (automatic),24.1,587.4,,,,,,,,Male,0,Yes,Yes,Yes
9184-GALIL,2016-12-01,No,Month-to-month,No,Mailed check,20.45,781.25,,,,,,,,Female,0,Yes,Yes,No
9185-TQCVP,2018-11-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,85.15,1139.2,Fiber optic,No,No,No,No,No,Yes,Male,0,Yes,No,Yes
9189-JWSHV,2017-12-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,93.55,2264.05,Fiber optic,No,No,No,No,Yes,Yes,Female,1,Yes,No,Yes
9190-MFJLN,2018-05-01,2019-12-01 00:00:00,Month-to-month,Yes,Credit card (automatic),95.9,1777.9,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,No,No,No
9191-MYQKX,2019-03-01,2019-10-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,No,No
9194-GFVOI,2016-08-01,No,Two year,No,Credit card (automatic),84.35,3571.6,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes
9199-PWQVC,2014-11-01,No,One year,Yes,Credit card (automatic),79.7,4786.15,DSL,Yes,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes
9200-NLNPD,2015-06-01,No,One year,Yes,Bank transfer (automatic),54.05,2959.8,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,
9206-GVPEQ,2018-09-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,54.45,706.85,DSL,Yes,No,No,Yes,Yes,Yes,Male,0,Yes,No,
9207-ZPANB,2017-01-01,No,One year,No,Electronic check,67.45,2443.3,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,No,No,Yes
9208-OLGAQ,2018-08-01,No,Month-to-month,Yes,Electronic check,84.95,1443.65,Fiber optic,No,No,Yes,No,No,Yes,Female,1,No,No,No
9209-NWPGU,2016-06-01,No,One year,No,Electronic check,65.4,2774.55,DSL,Yes,No,No,Yes,Yes,No,Male,0,No,No,No
9210-IAHGH,2019-03-01,2019-10-01 00:00:00,Month-to-month,Yes,Credit card (automatic),70.75,450.8,DSL,No,No,No,Yes,Yes,Yes,Female,0,No,No,No
9214-EKVXR,2020-01-01,No,Month-to-month,Yes,Mailed check,44.0,44.0,DSL,No,No,No,No,No,No,Female,0,No,No,No
9220-CXRSC,2014-05-01,No,Two year,No,Credit card (automatic),61.4,4059.85,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,Yes,Yes
9220-ZNKJI,2015-07-01,No,Two year,No,Credit card (automatic),88.8,4805.3,Fiber optic,No,No,Yes,Yes,Yes,No,Female,1,Yes,No,No
9221-OTIVJ,2018-11-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,104.85,1531.4,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,No,No,Yes
9223-UCPVT,2019-09-01,2019-10-01 00:00:00,Month-to-month,No,Electronic check,94.4,94.4,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,No,No,No
9224-VTYID,2016-03-01,No,Two year,Yes,Mailed check,90.5,4318.35,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes
9225-BZLNZ,2014-02-01,No,Two year,Yes,Electronic check,85.25,6083.1,DSL,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes
9227-LUNBG,2019-10-01,2019-11-01 00:00:00,Month-to-month,No,Electronic check,24.6,24.6,DSL,No,No,No,No,No,No,Female,0,No,No,
9227-UAQFT,2018-10-01,No,Two year,No,Mailed check,19.75,284.35,,,,,,,,Male,0,No,No,No
9227-YBAXE,2014-09-01,No,Two year,Yes,Bank transfer (automatic),82.5,5215.1,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes
9229-RQABD,2018-08-01,No,One year,No,Mailed check,23.75,424.5,,,,,,,,Male,0,No,No,Yes
9231-ZJYAM,2019-07-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,78.85,292.8,Fiber optic,No,No,No,No,Yes,No,Female,1,No,No,No
9233-PSYHO,2016-05-01,No,One year,Yes,Bank transfer (automatic),100.15,4459.8,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,No,No,Yes
9236-NDUCW,2018-05-01,No,Two year,No,Mailed check,35.1,770.4,DSL,Yes,No,No,Yes,No,No,Female,0,No,No,
9237-HQITU,2019-09-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,70.7,151.65,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No
9239-GZHZE,2014-02-01,No,Two year,Yes,Credit card (automatic),113.65,8124.2,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes
9239-ZBZZV,2019-06-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,47.95,305.1,DSL,No,No,Yes,No,Yes,Yes,Female,0,No,No,
9242-TKFSV,2014-02-01,No,Two year,Yes,Credit card (automatic),65.1,4754.3,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,
9244-ZVAPM,2020-01-01,No,Month-to-month,No,Mailed check,45.6,45.6,DSL,No,No,No,No,No,No,Male,0,No,No,No
9248-OJYKK,2019-09-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,76.45,76.45,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes
9249-FXSCK,2015-07-01,2019-11-01 00:00:00,One year,Yes,Credit card (automatic),111.25,5916.45,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,0,No,No,Yes
9250-WYPLL,2019-08-01,2020-01-01 00:00:00,Month-to-month,No,Electronic check,75.55,413.65,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes
9251-AWQGT,2016-02-01,No,Two year,No,Mailed check,20.0,935.9,,,,,,,,Female,0,Yes,Yes,No
9251-WNSOD,2014-07-01,No,One year,No,Mailed check,75.1,5064.45,DSL,Yes,Yes,Yes,No,No,Yes,Female,0,Yes,No,Yes
9253-QXKBE,2017-08-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,94.45,2653.65,Fiber optic,No,No,No,No,Yes,Yes,Male,1,Yes,No,Yes
9253-VIFJQ,2014-09-01,No,One year,No,Credit card (automatic),67.05,4309.55,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,Yes
9254-RBFON,2018-06-01,2019-11-01 00:00:00,One year,No,Bank transfer (automatic),98.6,1704.95,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No
9256-JTBNZ,2019-03-01,No,Month-to-month,No,Bank transfer (automatic),20.3,246.3,,,,,,,,Female,0,No,No,No
9257-AZMTZ,2015-10-01,No,Two year,No,Bank transfer (automatic),20.1,1078.75,,,,,,,,Female,0,Yes,Yes,No
9258-CNWAC,2014-03-01,No,Two year,No,Credit card (automatic),113.65,8166.8,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes
9259-PACGQ,2017-03-01,2020-01-01 00:00:00,Month-to-month,No,Electronic check,62.65,2274.9,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,No,Yes
9261-WDCAF,2019-11-01,No,Month-to-month,No,Mailed check,54.65,189.1,DSL,No,No,No,No,No,Yes,Male,0,No,No,No
9269-CQOOL,2019-07-01,2019-10-01 00:00:00,Month-to-month,Yes,Credit card (automatic),54.7,169.45,DSL,No,No,No,No,Yes,No,Male,0,No,Yes,No
9272-LSVYH,2019-04-01,No,Month-to-month,No,Mailed check,70.15,735.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No
9274-CNFMO,2019-07-01,2019-11-01 00:00:00,Month-to-month,No,Electronic check,74.95,308.7,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,Yes
9274-UARKJ,2018-11-01,No,Month-to-month,Yes,Bank transfer (automatic),83.2,1130.0,Fiber optic,No,Yes,No,No,Yes,No,Female,0,No,No,No
9277-JOOMO,2019-11-01,No,Month-to-month,No,Mailed check,24.6,86.35,,,,,,,,Female,0,No,No,Yes
9278-VZKCD,2015-10-01,No,Month-to-month,Yes,Electronic check,109.1,5647.95,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,Yes
9279-CJEOJ,2018-05-01,No,Month-to-month,Yes,Bank transfer (automatic),95.4,2025.1,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,Yes
9281-CEDRU,2014-06-01,No,Two year,No,Bank transfer (automatic),64.1,4326.25,DSL,No,Yes,No,Yes,Yes,No,Female,0,Yes,No,No
9281-OFDMF,2016-11-01,No,Month-to-month,No,Electronic check,90.7,3413.25,Fiber optic,No,Yes,No,No,No,Yes,Male,1,No,No,Yes
9281-PKKZE,2016-04-01,No,Month-to-month,Yes,Electronic check,43.95,2007.85,DSL,No,No,No,No,Yes,Yes,Female,0,Yes,No,
9282-IZGQK,2019-11-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,85.0,85.0,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,Yes
9283-LZQOH,2018-11-01,2019-12-01 00:00:00,Month-to-month,Yes,Credit card (automatic),74.4,896.75,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes
9286-BHDQG,2014-02-01,No,Two year,No,Credit card (automatic),45.25,3139.8,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,
9286-DOJGF,2016-09-01,2019-11-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),74.95,2869.85,Fiber optic,No,No,No,No,No,No,Female,1,Yes,No,Yes
9289-LBQVU,2014-10-01,No,One year,Yes,Mailed check,70.15,4480.7,DSL,No,Yes,No,Yes,No,Yes,Male,0,Yes,No,Yes
9290-SHCMB,2019-01-01,No,Month-to-month,Yes,Electronic check,96.85,1235.55,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,No,No,No
9294-TDIPC,2019-09-01,No,Month-to-month,No,Mailed check,20.2,83.75,,,,,,,,Male,0,No,Yes,No
9297-EONCV,2014-02-01,No,Two year,Yes,Bank transfer (automatic),91.35,6697.2,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes
9297-FVVDH,2015-05-01,No,Two year,Yes,Electronic check,84.5,4845.4,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes
9298-WGMRW,2014-02-01,No,Two year,Yes,Bank transfer (automatic),115.5,8312.75,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes
9300-AGZNL,2019-12-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,94.0,94.0,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,Yes
9300-RENDD,2019-09-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,79.95,79.95,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No
